label,sentence1,sentence2
unrelated,On ne peut pas faire confiance aux musulmans c'est tous des escrocs.,Consultez un géomètre professionnel. Vérifiez les lois de zonage pertinentes. Évaluez toute amélioration foncière. Trouvez diverses façons de valoriser votre terrain. Rassemblez des informations.
hypocrisy,Les musulmans doivent intégrer ou quitter la France!,Et si on préconisait la même chose pour les français à l'étranger?
question,L'islam pose beaucoup de problèmes à notre société.,"Qui est nous? Qu'est-ce que ""nous"" voit exactement?"
denouncing,L'islam et le terrorisme sont des synonymes.,Vous devriez relire la définition de ces termes ou devrais je dire lire la définition de ces termes tant vous semblez être dans l'ignorance la plus totale.
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,L'islam est une religion de tolérance et de paix.
question,Les femmes voilées sont misérables et réprimées.,Avez vous des preuves de ce que vous avancez?
support,"On voudrait nous faire croire que c'est normal, bientôt nos petites filles voilées.",Filles voilées c'est pas bien.
facts,Les femmes voilées sont misérables et réprimées.,C'est leur choix et elles sont libres d'en porter
denouncing,Les femmes voilées sont misérables et portent le voile contre leur volonté.,Ce n'est pas une déclaration factuelle.
humor,Le voile islamique est un assaut pour nous.,Regarde ailleurs ?.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,"C'est évident si elles sont comme vous dites ""soumises""."
facts,Les musulmans détestent quiconque n'est pas musulman.,La seul Façon d'être sur de vos propos ces de rencontre un musulman et de lui en parle et cela changera votre état d'esprir.
denouncing,Le voile islamique est une honte pour nous.,Une insulte à la femme musulmane.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,La laïcité le permet.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Vous parlez sans en connaître.
humor,Les musulmans forcent les gens à jeûner pendant le ramadan.,"Libre à vous de manger devant moi, cela ne me dérange pas."
question,L'islamisation est une menace.,Que veut dire islamisation?
facts,L'islam est une religion incompatible avec les valeurs de la République.,L'islam est une religion de paix et de tolérance.
facts,Le voile islamique est une honte pour nous.,#islamophobie. La liberté de porter le voile est une liberté fondamentale des droits humains. Il ne va pas à l'encontre de votre liberté.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Non ce n'est pas le cas.
unrelated,L'islam est une maladie qui doit être éradiquée.,Cherchez le contenu que vous souhaitez partager. Commentez la publication ou la photo. Évitez le bouton Partager.
facts,Les musulmans ne sont pas tolérants aux autres religions.,L'islam est une religion de tolérance et de paix.
unrelated,Les musulmans veulent rendre toute la viande francaise halal.,Mesurez la taille pour le cordon.
facts,Le voile représente l'humeur politique des musulmans.,"S'il nexistait pas, il faudrait."
denouncing,Les musulmans détestent quiconque n'est pas musulman.,D'une part vous essentialiser et d'autre part vous voulez créer de toute pièce un climat hostile aux musulman-e-s rél-les ou supposé-es.
facts,L'islamisation est une menace.,"Cela sous entend un réseau organisé avec une organisation politique voire commerciale or l'islam est une religion, personne ne peur être forcé d'y adhérer."
unrelated,L.es migrants représentent la 5eme colonne.,Créez du matériel promotionnel. Organisez des spots publicitaires à la radio et à la télévision. Organisez un tirage au sort ou un concours promotionnel.
denouncing,"L'islam encourage les guerres, nous ne devrions pas l'encourager.",Tes paroles confirment que tu ne connais pas la définition des mots que tu emploies.
denouncing,L'islam ne partage pas nos valeurs républicaines.,De tels propos mettent en péril le vivre ensemble.
support,L'islam déteste les chrétiens et les juifs.,Les musulmans ne sont pas tolérants envers les juifs et les chrétiens.
denouncing,L'islam pose beaucoup de problèmes à notre société.,"Oui effectivement , vous êtes de plus en paranoïaque! Vous regarder trop la télé!"
denouncing,Le voile islamique est un assaut pour nous.,C'est faux!
denouncing,Les musulmans sont des racistes.,Stéréotypes.
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Les femmes voilées sont libres et portent le foulard par choix.
question,Je ne veux pas de musulmans dans notre pays.,Lequel?
facts,L'islam nous envahira: c'est l'islamisation.,C'est plutôt la laïcité détournée ou la mondialisation qui détruisent les religions et l'identités des peuples.
facts,"Musulmans, partez!",La musulmanie n'existe pas.
facts,L'islam crée des problèmes pour notre société.,Le probléme musulman est alimenté par certains journalistes et politiques.
facts,L'islam n'est pas pour notre république.,L'islam nous demande de respecter les lois de la république.
facts,Le voile représente l'humeur politique des musulmans.,Toutes femmes qui portent un voile est considéré comme dangereuse en France aujourd'hui.
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Vous êtes pessimISTE.
facts,Les musulmans sont tous des racailles.,"Faite un tour à la mosquée, parlez aux fidèles et vous verrez que vous vous faites une mauvaise idees des musulmans."
facts,L'islam crée des problèmes pour notre société.,Le rejet de l'islam est devenu un prétexte politique pour faire plaisir à une population française devenue racistes.
denouncing,Les femmes musulmanes sont des ménagères.,Faux. Inutile.
question,Ton voile est une agression contre moi.,Devrions-nous réagir face à ce discours? Le silence est la meilleure des réponses
humor,L'islam et le terrorisme sont des synonymes.,On pourrait dire que vous avez un vocabulaire limité.
support,Musulmans: retournez dans votre pays.,"Musulmans, partez!"
humor,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,De quel université ?
facts,Les femmes voilées sont soumises et obligées de porter le foulard.,Non car Notre seigneur n'oblige personne à faire quoi que ce soit c'est notre volonté.
facts,L'islam n'appartient pas à notre pays.,La laïcité est la neutralité de l'état vis à vis de toutes les religions à part égal.
facts,Les terroristes sont musulmans.,En islam il est strictement interdit de tuer ce cela reviendrait à tuer l'humanité tt entière ce qui est un péché très grave.
facts,Les musulmans ne sont pas tolérants envers les non-musulmans.,Un bon musulman ne déteste personne il se doit d être bon Généreux et respectueux de quiconque et laisser la liberté a chacun de faire ses choix il faut se renseigner sur les piliers de cette croyance 1vabt de faire des raccourcis racistes.
denouncing,Les femmes voilées sont misérables et réprimées.,Je pointe une essentialisation et du sexisme né colonialiste.
facts,Les musulmans ne laissent pas leurs enfants manger pendant le ramadan.,Pas de contrainte en religion.
denouncing,Le voile dans l'Islam a une signification politique.,Cela ne m'étonne pas de la part de quelqu'un qui est obnubilé par les réseaux sociaux.
facts,Les musulmans sont tous des terroristes fondamentalistes islamistes salafistes.,Termes servant à légitimer les régimes dictatoriaux et a justifier la repression et massacres de peuples ainsi que des coups d'état comme en Egypte.
humor,L'islam nous envahira: c'est l'islamisation.,Be muslim and keep calm ;-)
hypocrisy,Le voile représente l'humeur politique des musulmans.,Euh c'est quoi l'islam politique?pas le droit au copié collé Fhaine.
humor,Ton voile est une agression contre moi.,Ce n'est qu'un bout de tissus.
unrelated,"La France est un pays laïc, la pratique de l'Islam devrait être interdite.",Prenez soin de votre peau. Décidez qui vous maquillera. Faites un essai. Faites votre propre essai.
facts,Les femmes voilées sont misérables et réprimées.,"Non, ils'agit d'un choix personnel."
facts,"Musulmans, partez!",Musulmans n est pas une nation. Des musulmans il y en a dans divers pays. Et un musulman français a toute sa place en France dans ce pays qui est le sien dans lequel il vit en paix avec tous ses concitoyens.
denouncing,Les musulmans devraient rentrer chez eux.,"L'islam n'a pas de pays propre, car vous ne connaissais pas la définition de l'islam."
facts,Les femmes voilées sont misérables et réprimées.,"Le voile n'est pas un signe de soumission à l'homme, c'est un libre choix."
facts,Ton voile est une agression contre moi.,"Porter un voile, et donc, exprimer son opinion religieuse est une des libertés fondamentales de l'individu. Chacun de nous exprime son individualité. Le port du voile, de la même manière, est l'expression d'une individualité."
denouncing,L'islam pose beaucoup de problèmes à notre société.,Vous faites bien de preciser que VOUS VOYEZ.
unrelated,L'islam va à l'encontre des valeurs francaises.,Installez la balance. Initialisez la balance. Placez un objet sur la balance. Réglez les poids. Lisez la masse.
unrelated,Les musulmans empêchent les gens de manger pendant le ramadan.,Demandez des devoirs supplémentaires. Demandez s’il est possible de le refaire. Envisagez de passer au-dessus. Laissez tomber.
facts,Les musulmans ne sont pas tolérants aux autres religions.,"Faux la religion musulmane n'a jamais rejeté qui que ce soit, la religion musulmane n'est pas uniquement faite pour les maghrébins, arabes etc. La religion musulmane est faite pour le monde entier."
unrelated,L'islamophobie est un droit. Combattre l'islam est un devoir.,Corrigez les mauvais comportements avec douceur. Félicitez-le s’il agit bien. Ignorez-le lorsqu’il montre un mauvais comportement. Évitez de le laisser jouer avec vos mains ou vos doigts.
question,Le voile islamique est un assaut pour nous.,Quelle est l'agression? Définissez ce qui est fait CONTRE vous?!
hypocrisy,Musulmans: retournez dans votre pays.,L'islam est une religion et non un territoire.
question,Je ne veux pas de musulmans dans notre pays.,Vous parlez a qui svp?
facts,"Musulman mène aux guerres, ce n'est pas une religion progressiste.",Les pays occidentaux ont largement contribué aux guerres.
facts,Les femmes voilées sont misérables et réprimées.,Le foulard n'est en aucun cas un objet de soumission et en aucun cas une obligation. C est un choix réfléchi et assumée par beaucoup.
denouncing,Les femmes voilées sont soumises et obligées de porter le foulard.,Je pointe une essentialisation et du sexisme né colonialiste.
